,Aging,Cash_Flow_Prediction_week_1,Cash_Flow_Prediction_week_2,Cash_Flow_Prediction_week_3,Cash_Flow_Prediction_week_4,Demand_Forecast,Demand_Forecast_week_1,Demand_Forecast_week_2,Demand_Forecast_week_3,Demand_Forecast_week_4,Material,Order_Quantity,Plant,Stock,Stock_Value,Material Name
1378,No Risk,2075.0,692.0,692.0,2075.0,10.0,3.0,2.0,2.0,3.0,10-0006177,10.0,Hyderabad East,6.0,616876.0,CALIBRAIN-ADV SUSPENSION 150ML
1386,No Risk,517.0,581.0,646.0,711.0,500.0,110.0,120.0,130.0,140.0,10-0006192,315.0,Hyderabad East,230.0,108789.0,HBSET TAB10S
1387,No Risk,741.0,934.0,1159.0,1288.0,865.0,180.0,195.0,235.0,255.0,10-0006198,986.0,Hyderabad East,0.0,78584.0,PAN JUNIOR TAB 20MG 10S
1391,<3 Months,1402.0,1402.0,1402.0,1402.0,8.0,2.0,2.0,2.0,2.0,10-0006224,4.0,Hyderabad East,5.0,29720.0,EASYSIX VACCPFS0.5ML
1393,<3 Months,900.0,1260.0,1799.0,2159.0,44.0,6.0,9.0,13.0,16.0,10-0006236,23.0,Hyderabad East,29.0,111212.0,SODIUM BI CARBONATE POWDER 650GM 5008
1395,<3 Months,1912.0,956.0,956.0,0.0,8.0,3.0,2.0,2.0,1.0,10-0006251,7.0,Hyderabad East,2.0,58660.0,GLUGON INJ  VIAL 1 MG
1396,No Risk,163.0,244.0,326.0,244.0,19.0,3.0,5.0,6.0,5.0,10-0006263,6.0,Hyderabad East,17.0,59749.0,AZITHRAL-XL PAED SYRUP 200MG 30ML
1418,No Risk,6669.0,8336.0,6669.0,6113.0,58.0,14.0,17.0,14.0,13.0,10-0006440,23.0,Hyderabad East,42.0,524474.0,NEW TRANSPACER VM
1420,No Risk,2473.0,2708.0,2826.0,2591.0,101.0,23.0,26.0,27.0,25.0,10-0006448,35.0,Hyderabad East,73.0,233694.0,NEW MOM DISP MATERNITY PADS MAXIPAD
1421,No Risk,331.0,220.0,331.0,441.0,24.0,6.0,5.0,6.0,7.0,10-0006449,6.0,Hyderabad East,19.0,20930.0,NEW MOM DISP MATERNITY PAD FIXATOR - L
1422,No Risk,1558.0,1798.0,1678.0,1438.0,66.0,16.0,18.0,17.0,15.0,10-0006450,35.0,Hyderabad East,33.0,133305.0,NEW MOM DISP MATERNITY PAD FIXATOR - XL
1429,No Risk,571.0,714.0,857.0,1000.0,32.0,6.0,7.0,9.0,10.0,10-0006484,19.0,Hyderabad East,16.0,82853.0,GEMCAL SYRUP 120 ML
1432,No Risk,294.0,883.0,294.0,589.0,11.0,2.0,4.0,2.0,3.0,10-0006501,12.0,Hyderabad East,0.0,42153.0,MAMA PROTINEX CHOCOLATE POWDER  250 GM
1434,No Risk,105.0,105.0,210.0,105.0,9.0,2.0,2.0,3.0,2.0,10-0006506,7.0,Hyderabad East,3.0,9285.0,SUCRAL KID SYRUP 100ML
1439,No Risk,0.0,13.0,26.0,13.0,9.0,1.0,2.0,3.0,3.0,10-0006528,7.0,Hyderabad East,4.0,1763.0,BANDY SUSPENSION 200MG10ML
1441,No Risk,1127.0,940.0,1033.0,1221.0,58.0,15.0,13.0,14.0,16.0,10-0006530,32.0,Hyderabad East,29.0,88195.0,ENCORATE SYRUP 200MG 200ML
1442,No Risk,696.0,812.0,580.0,696.0,36.0,9.0,10.0,8.0,9.0,10-0006531,31.0,Hyderabad East,8.0,68688.0,DICORATE SYRUP 250MG 100ML
1443,No Risk,220.0,220.0,330.0,220.0,13.0,3.0,3.0,4.0,3.0,10-0006534,11.0,Hyderabad East,3.0,20860.0,PAN O MPS SYRUPS 200ML
1447,No Risk,347.0,434.0,347.0,434.0,18.0,4.0,5.0,4.0,5.0,10-0006563,10.0,Hyderabad East,10.0,11904.0,NASOCLEAR GEL  0.65%  15 GM
1451,No Risk,698.0,872.0,959.0,1047.0,285.0,60.0,70.0,75.0,80.0,10-0006598,11.0,Hyderabad East,298.0,89379.0,ZONEGRAN TAB 100MG10S
1452,No Risk,2370.0,1896.0,1580.0,2054.0,580.0,170.0,140.0,120.0,150.0,10-0006612,325.0,Hyderabad East,310.0,99325.0,REGESTRONE-CR TAB 10MG10S
1454,<3 Months,9156.0,7848.0,8502.0,9810.0,80.0,21.0,18.0,19.0,22.0,10-0006617,80.0,Hyderabad East,9.0,682238.0,PROTECTIS BABY DROPS 5 ML
1455,No Risk,4428.0,4920.0,5166.0,4674.0,102.0,24.0,26.0,27.0,25.0,10-0006618,47.0,Hyderabad East,59.0,691556.0,ATARAX ANTI-ITCH LOTION100ML
1456,No Risk,858.0,858.0,858.0,858.0,8.0,2.0,2.0,2.0,2.0,10-0006620,1.0,Hyderabad East,8.0,161779.0,HORLICKS PROTEINPLUS VANILLA POWDER400GM
1460,No Risk,1387.0,1486.0,1586.0,1685.0,740.0,170.0,180.0,190.0,200.0,10-0006638,341.0,Hyderabad East,469.0,95463.0,UNIDREA CAPS 500 MG 10 S
1462,No Risk,1639.0,1229.0,2048.0,819.0,300.0,80.0,60.0,100.0,60.0,10-0006650,190.0,Hyderabad East,150.0,80967.0,COMBINORM CAPS 15 S
1463,No Risk,0.0,0.0,0.0,0.0,4.0,1.0,1.0,1.0,1.0,10-0006652,4.0,Hyderabad East,0.0,18813.0,HORLICKS PROTEINPLUS CHOCO POWDER400GM
1466,No Risk,282.0,282.0,282.0,565.0,90.0,20.0,20.0,20.0,30.0,10-0006661,108.0,Hyderabad East,0.0,39915.0,POSITO-SR TAB 200MG 10S
1467,No Risk,2262.0,1885.0,1885.0,2262.0,31.0,8.0,8.0,7.0,8.0,10-0006662,19.0,Hyderabad East,14.0,172581.0,PRO PL POWDER VANILLA 400 GM
1470,No Risk,1088.0,1244.0,1399.0,1088.0,210.0,50.0,55.0,60.0,45.0,10-0006671,7.0,Hyderabad East,226.0,134175.0,PAUSE-MF TAB 10S
1471,No Risk,489.0,489.0,979.0,979.0,10.0,2.0,2.0,3.0,3.0,10-0006680,11.0,Hyderabad East,0.0,69903.0,GROVIVA POWDER VANILLA 400 GM
1475,No Risk,1162.0,968.0,775.0,775.0,27.0,8.0,7.0,6.0,6.0,10-0006689,18.0,Hyderabad East,14.0,34705.0,C-PINK SYRUP 200 ML
1477,No Risk,6387.0,5404.0,5797.0,6190.0,1535.0,405.0,360.0,375.0,395.0,10-0006694,1187.0,Hyderabad East,390.0,581933.0,SHELCAL XT TAB15S
1485,No Risk,3892.0,3459.0,3027.0,2594.0,380.0,110.0,100.0,90.0,80.0,10-0006756,365.0,Hyderabad East,60.0,153263.0,SUSTEN-SR CAPS 400 MG 10 S
1486,No Risk,848.0,990.0,1178.0,1367.0,1180.0,220.0,260.0,320.0,380.0,10-0006757,288.0,Hyderabad East,980.0,167184.0,FOLMET-NM TAB10S
1489,<3 Months,1285.0,1177.0,1392.0,1499.0,680.0,160.0,150.0,180.0,190.0,10-0006789,510.0,Hyderabad East,270.0,77435.0,DEFCORT TAB 6MG10S
1490,No Risk,393.0,3145.0,3931.0,1965.0,380.0,20.0,150.0,140.0,70.0,10-0006793,181.0,Hyderabad East,240.0,141448.0,RENODAPT 250MG CAP10S
1492,No Risk,514.0,411.0,411.0,514.0,24.0,6.0,6.0,5.0,7.0,10-0006811,16.0,Hyderabad East,10.0,37814.0,COLAX SYRUP 5MG 100ML
1493,No Risk,67.0,168.0,51.0,17.0,260.0,60.0,130.0,50.0,20.0,10-0006812,16.0,Hyderabad East,330.0,9236.0,PENTIDS 400MG TAB10S
1497,No Risk,5311.0,5975.0,5311.0,5975.0,46.0,11.0,12.0,11.0,12.0,10-0006836,16.0,Hyderabad East,32.0,618676.0,SIMILAC TOTAL COMFORT  POWDER 350 GM
1500,<3 Months,1357.0,679.0,2714.0,679.0,13.0,3.0,2.0,6.0,2.0,10-0006847,8.0,Hyderabad East,8.0,28936.0,NAN EXCELLA PRO 2 POWDER TIN 400G
1504,No Risk,682.0,818.0,955.0,1091.0,360.0,75.0,85.0,95.0,105.0,10-0006855,295.0,Hyderabad East,120.0,84441.0,VOFOLPLUS TAB10S
1506,No Risk,133.0,266.0,266.0,133.0,11.0,2.0,3.0,4.0,2.0,10-0006865,7.0,Hyderabad East,5.0,12853.0,DK GEL GEL 2% 30GM
1508,<3 Months,1884.0,2153.0,2423.0,2153.0,46.0,10.0,12.0,13.0,11.0,10-0006871,22.0,Hyderabad East,26.0,67776.0,RABIVAX - S VACCINES 2.5 IU 1 ML
1510,No Risk,5655.0,5220.0,5655.0,6090.0,62.0,15.0,14.0,16.0,17.0,10-0006874,53.0,Hyderabad East,13.0,496874.0,MEDISTAT 1.25 MG NASAL SPRAY
1511,No Risk,3457.0,3265.0,3601.0,3409.0,319.0,79.0,76.0,84.0,80.0,10-0006881,263.0,Hyderabad East,70.0,508620.0,ICUBAC INJ 125 MG
1516,No Risk,1087.0,1243.0,1243.0,1398.0,62.0,15.0,15.0,16.0,16.0,10-0006907,51.0,Hyderabad East,17.0,79662.0,ENCLEX  PFS INJ 60 MG
1519,<3 Months,4011.0,6016.0,5348.0,4679.0,124.0,24.0,34.0,38.0,28.0,10-0006924,86.0,Hyderabad East,48.0,293762.0,SANDIMMUN INJ VIAL 50 MG 1 ML
1521,No Risk,2557.0,1705.0,852.0,1705.0,17.0,5.0,4.0,3.0,5.0,10-0006930,18.0,Hyderabad East,1.0,191906.0,PULMOSIL SYRUP 10MG 10ML
1525,<3 Months,585.0,663.0,702.0,780.0,85.0,18.0,21.0,22.0,24.0,10-0006943,52.0,Hyderabad East,44.0,51298.0,POVIDONE -IODINE SCRUB 100 ML
1531,No Risk,722.0,601.0,481.0,722.0,540.0,135.0,120.0,120.0,165.0,10-0006972,438.0,Hyderabad East,165.0,50043.0,INTAFOL TAB15S
1534,<3 Months,809.0,659.0,599.0,749.0,122.0,34.0,29.0,27.0,32.0,10-0006979,47.0,Hyderabad East,93.0,61185.0,NOSTOF 500MG INJ
1544,No Risk,430.0,404.0,421.0,413.0,224.0,56.0,55.0,57.0,56.0,10-0007021,151.0,Hyderabad East,83.0,27335.0,PRASOPHEG INJ 40MG
1547,No Risk,0.0,0.0,0.0,0.0,4.0,1.0,1.0,1.0,1.0,10-0007035,8.0,Hyderabad East,0.0,565500.0,MICEDGE INJ 50 MG 1 ML
1551,No Risk,219.0,110.0,219.0,329.0,12.0,3.0,2.0,3.0,4.0,10-0007048,1.0,Hyderabad East,12.0,9361.0,CANDID DUSTING POWDER 120 GM
1552,No Risk,304.0,304.0,304.0,304.0,31.0,7.0,8.0,8.0,8.0,10-0007057,4.0,Hyderabad East,29.0,16931.0,A TO Z DROPS 15 ML
1554,No Risk,350.0,233.0,117.0,117.0,140.0,50.0,40.0,30.0,20.0,10-0007070,4.0,Hyderabad East,190.0,76496.0,RICHAR-CR TAB 100MG10S
1558,No Risk,1982.0,2265.0,2548.0,2265.0,40.0,9.0,10.0,11.0,10.0,10-0007089,16.0,Hyderabad East,28.0,172035.0,MEDISTAT 0.5 NASAL SPRAY
1564,<3 Months,1897.0,1935.0,1973.0,1992.0,431.0,105.0,107.0,109.0,110.0,10-0007136,192.0,Hyderabad East,359.0,59499.0,BUTALIN (TERBUTALINE) INJ
1571,No Risk,449.0,524.0,599.0,674.0,38.0,8.0,9.0,10.0,11.0,10-0007201,24.0,Hyderabad East,28.0,74121.0,ARACHITOL NANO SYRUP 60K 5ML
1572,No Risk,525.0,525.0,262.0,262.0,9.0,3.0,2.0,2.0,2.0,10-0007218,5.0,Hyderabad East,5.0,32350.0,MOVICOL SYRUP 200ML
1573,No Risk,0.0,0.0,0.0,0.0,7.0,1.0,1.0,2.0,3.0,10-0007232,9.0,Hyderabad East,0.0,8401.0,VITAZYME SYRUP 200ML
1575,<3 Months,6119.0,1224.0,1224.0,8566.0,18.0,6.0,2.0,2.0,8.0,10-0007237,21.0,Hyderabad East,1.0,151406.0,RABISHIELD 100 IU INJ
1576,No Risk,2325.0,1661.0,1329.0,996.0,35.0,11.0,9.0,8.0,7.0,10-0007238,12.0,Hyderabad East,26.0,115814.0,NOVEFOS SACHETS 8 GM
1579,No Risk,288.0,294.0,288.0,275.0,195.0,49.0,51.0,49.0,46.0,10-0007256,185.0,Hyderabad East,27.0,9711.0,TAXIM-O TAB 100DT10S
1584,<3 Months,515.0,901.0,1029.0,1158.0,41.0,6.0,10.0,12.0,13.0,10-0007301,2.0,Hyderabad East,43.0,697.0,OTSKI INJ AMP 3 ML
1587,<3 Months,1000.0,1500.0,1000.0,1500.0,14.0,3.0,4.0,3.0,4.0,10-0007318,7.0,Hyderabad East,8.0,1000.0,APRECAP INJ VIAL 150MG
1598,No Risk,256.0,128.0,321.0,256.0,115.0,30.0,20.0,35.0,30.0,10-0007395,10.0,Hyderabad East,120.0,13240.0,MONOCEF-O TAB 200MG10S
1599,<3 Months,586.0,623.0,513.0,476.0,68.0,18.0,19.0,16.0,15.0,10-0007428,48.0,Hyderabad East,23.0,34375.0,VINLON  INJ 1 MG 1 ML
1600,No Risk,591.0,296.0,2660.0,591.0,29.0,4.0,2.0,19.0,4.0,10-0007440,9.0,Hyderabad East,28.0,69762.0,CALOSOFT AF LOTION 100 ML
1602,No Risk,4988.0,5162.0,5338.0,5425.0,1275.0,305.0,315.0,325.0,330.0,10-0007470,1000.0,Hyderabad East,323.0,388888.0,TRD-CONTIN TAB 100MG 10S
1608,<3 Months,833.0,694.0,555.0,416.0,26.0,8.0,7.0,6.0,5.0,10-0007545,28.0,Hyderabad East,0.0,27990.0,BONEWAX-W31C
1609,No Risk,5550.0,4810.0,4440.0,5920.0,68.0,18.0,16.0,15.0,19.0,10-0007560,48.0,Hyderabad East,24.0,429498.0,LACOTAB SYRUP 15MG 200ML
1612,<3 Months,5108.0,4982.0,4837.0,4711.0,1240.0,321.0,314.0,306.0,299.0,10-0007598,998.0,Hyderabad East,327.0,261162.0,CEFBACT INJ 500 MG
1616,<3 Months,6566.0,6712.0,6858.0,7040.0,773.0,187.0,191.0,195.0,200.0,10-0007619,496.0,Hyderabad East,313.0,303811.0,BACTOPREP SOLUTIONS 100 ML
1619,<3 Months,0.0,0.0,0.0,0.0,4.0,1.0,1.0,1.0,1.0,10-0007629,4.0,Hyderabad East,2.0,1603.0,BIOVIRON (DICLOFENAC) AQ INJ 75 MG 1 ML
1621,No Risk,752.0,799.0,846.0,799.0,80.0,19.0,20.0,21.0,20.0,10-0007635,27.0,Hyderabad East,60.0,66718.0,BIOMEDROL INJ 125MG
1627,No Risk,2553.0,2223.0,3020.0,5353.0,501.0,98.0,86.0,116.0,201.0,10-0007668,266.0,Hyderabad East,296.0,272672.0,FYCOMPA TAB 2MG 7S
1629,No Risk,56.0,113.0,169.0,169.0,14.0,2.0,3.0,4.0,5.0,10-0007674,3.0,Hyderabad East,13.0,10859.0,CANDIBIOTIC PLUS EAR DROPS 5 ML
1641,No Risk,2747.0,2905.0,2916.0,2984.0,1093.0,259.0,275.0,276.0,283.0,10-0007709,32.0,Hyderabad East,1133.0,235199.0,DUOLIN - LD RESPULES 2.5 ML
1647,No Risk,1332.0,1110.0,1332.0,1554.0,35.0,9.0,7.0,9.0,10.0,10-0007716,22.0,Hyderabad East,15.0,117874.0,MUOUT ORAL SOLUTIONS 200ML
1650,No Risk,0.0,0.0,302.0,302.0,6.0,1.0,1.0,2.0,2.0,10-0007724,3.0,Hyderabad East,4.0,33652.0,KABIBITE DISCKETTES TIN 250 GM
1652,No Risk,2232.0,2411.0,2054.0,2143.0,116.0,29.0,32.0,27.0,28.0,10-0007742,68.0,Hyderabad East,54.0,173380.0,LIZOFORCE DRY SYRUP 100 MG 30 ML
1653,No Risk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10-0007744,5.0,Hyderabad East,0.0,44246.0,UNWANTED TAB 200MG
1655,No Risk,590.0,501.0,531.0,560.0,940.0,250.0,220.0,230.0,240.0,10-0007759,272.0,Hyderabad East,724.0,68315.0,FOLITRAX-2.5 MG TAB
1656,No Risk,280.0,186.0,186.0,186.0,134.0,41.0,31.0,31.0,31.0,10-0007761,69.0,Hyderabad East,80.0,16851.0,FOLITRAX TAB 10MG10S
1660,No Risk,458.0,401.0,458.0,516.0,41.0,10.0,9.0,10.0,12.0,10-0007777,10.0,Hyderabad East,35.0,25255.0,DEXTOMID INJ 50 MCG 0.5 ML
1661,No Risk,1660.0,1383.0,1660.0,1937.0,32.0,8.0,7.0,8.0,9.0,10-0007778,22.0,Hyderabad East,12.0,112512.0,CLOBA SUSPENSION 2.5MG 120 ML
1666,No Risk,2067.0,2067.0,1860.0,5168.0,56.0,10.0,11.0,9.0,26.0,10-0007803,30.0,Hyderabad East,33.0,133947.0,ESTRABET TAB 2MG28S
1669,No Risk,2644.0,2644.0,5289.0,5289.0,10.0,2.0,2.0,3.0,3.0,10-0007809,4.0,Hyderabad East,7.0,333224.0,VISANNE TAB 2MG 14S
1671,No Risk,14329.0,12737.0,11941.0,11145.0,79.0,22.0,20.0,19.0,18.0,10-0007812,51.0,Hyderabad East,34.0,1569877.0,L-CARNO SHINE SYRUP  150 ML
1677,No Risk,0.0,0.0,0.0,0.0,5.0,1.0,1.0,1.0,2.0,10-0007849,7.0,Hyderabad East,0.0,93370.0,METATOP 50 MCG 120 MDI NASAL SPRAY
1679,6+ Months,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10-0007859,1.0,Hyderabad East,3.0,214449.0,ADVACRYL RAPID ADVA2762
1694,No Risk,131.0,131.0,263.0,263.0,14.0,2.0,3.0,4.0,5.0,10-0007916,5.0,Hyderabad East,12.0,40946.0,LIOFEN SYRUP 5MG 100ML
1699,<3 Months,6418.0,6724.0,7030.0,7335.0,1020.0,240.0,250.0,260.0,270.0,10-0007936,863.0,Hyderabad East,231.0,360125.0,PRO GG SACHET 1 GM
1702,<3 Months,2492.0,2368.0,2254.0,2363.0,1993.0,522.0,498.0,476.0,497.0,10-0007939,1139.0,Hyderabad East,1130.0,223499.0,ADROGLARE(ADRENALINE) INJ 1MG 1ML
1704,<3 Months,800.0,869.0,904.0,939.0,1170.0,270.0,290.0,300.0,310.0,10-0007941,853.0,Hyderabad East,375.0,87535.0,FRUSECURE INJ 2 ML
1705,<3 Months,374.0,407.0,451.0,506.0,554.0,121.0,131.0,143.0,159.0,10-0007942,372.0,Hyderabad East,283.0,52543.0,MAGNECURE INJ 2ML
1706,No Risk,10150.0,11842.0,13533.0,15225.0,83.0,17.0,20.0,22.0,24.0,10-0007954,64.0,Hyderabad East,26.0,1935158.0,AMPHONEX  INJ 50 MG 10 ML
1727,No Risk,2102.0,1986.0,1752.0,1518.0,75.0,21.0,20.0,18.0,16.0,10-0008046,65.0,Hyderabad East,17.0,125672.0,OXETOL SYRUP 300 MG 60 ML
1730,No Risk,896.0,560.0,784.0,1120.0,550.0,150.0,100.0,120.0,180.0,10-0008060,475.0,Hyderabad East,117.0,59831.0,RIBOFEM TAB 200MG10S
1738,No Risk,398.0,796.0,796.0,1194.0,14.0,2.0,3.0,4.0,5.0,10-0008090,3.0,Hyderabad East,13.0,54425.0,PHYSIOGEL AI BODY CREAM50GM
1746,<3 Months,55.0,77.0,110.0,165.0,70.0,10.0,15.0,20.0,25.0,10-0008165,73.0,Hyderabad East,5.0,106592.0,ACITINE INJ 200 MG 2 ML
1748,6+ Months,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10-0008192,49.0,Hyderabad East,0.0,5279.0,DEXAM TAB 4MG8S
1753,<3 Months,1584.0,1518.0,1452.0,1386.0,106.0,28.0,27.0,26.0,25.0,10-0008210,104.0,Hyderabad East,10.0,45870.0,DOXILYD INJ 10 MG
1756,<3 Months,6160.0,6270.0,6050.0,5940.0,1170.0,295.0,300.0,290.0,285.0,10-0008247,932.0,Hyderabad East,265.0,39797.0,AEQUIMOL IV 100 ML BOTTLE
1760,No Risk,1340.0,1304.0,1269.0,1234.0,2270.0,590.0,575.0,560.0,545.0,10-0008263,1934.0,Hyderabad East,610.0,61361.0,ONDOKIND INJ 4 MG 2 ML
1765,<3 Months,1686.0,843.0,843.0,1686.0,200.0,65.0,35.0,35.0,65.0,10-0008347,1.0,Hyderabad East,240.0,153877.0,PROTECTIS CHEWABLE TAB10S
1766,No Risk,5547.0,6934.0,8320.0,9707.0,32.0,6.0,7.0,9.0,10.0,10-0008348,22.0,Hyderabad East,17.0,1894300.0,APTAMIL PEPTI TIN POWDER 400 GM
1767,No Risk,807.0,1143.0,672.0,1411.0,485.0,95.0,140.0,80.0,170.0,10-0008365,326.0,Hyderabad East,225.0,116608.0,RARISET TAB10S
1773,No Risk,1470.0,1763.0,1959.0,2351.0,89.0,17.0,21.0,23.0,28.0,10-0008395,26.0,Hyderabad East,70.0,98483.0,BETADINE OINT 20 GM
1779,No Risk,997.0,1496.0,1371.0,997.0,720.0,150.0,210.0,210.0,150.0,10-0008416,353.0,Hyderabad East,450.0,105553.0,SUPORT TAB 30S
1782,<3 Months,0.0,0.0,0.0,166.0,6.0,1.0,1.0,1.0,3.0,10-0008424,8.0,Hyderabad East,0.0,48203.0,ADVACRYL ADVA2317
1807,<3 Months,4407.0,2874.0,2299.0,4790.0,87.0,26.0,18.0,15.0,28.0,10-0008539,67.0,Hyderabad East,30.0,7306.0,DESFERAL INJ 500MG
1812,No Risk,169.0,316.0,429.0,293.0,134.0,20.0,34.0,46.0,34.0,10-0008564,107.0,Hyderabad East,41.0,23111.0,VITACURE INJ (M.V.I) 10ML
1822,No Risk,2989.0,2391.0,1494.0,3886.0,410.0,110.0,100.0,60.0,140.0,10-0008620,271.0,Hyderabad East,201.0,128717.0,MITO Q7 TAB 10 S
1827,<3 Months,211.0,422.0,211.0,633.0,12.0,2.0,3.0,2.0,5.0,10-0008647,14.0,Hyderabad East,2.0,75310.0,LIQUID CLENSER 500 ML
1829,No Risk,5757.0,5151.0,8483.0,5454.0,450.0,105.0,95.0,150.0,100.0,10-0008662,289.0,Hyderabad East,195.0,502840.0,SureMa  - XT CAPS 15 S
1833,No Risk,416.0,312.0,208.0,416.0,250.0,70.0,60.0,50.0,70.0,10-0008677,92.0,Hyderabad East,180.0,35892.0,SOFTERON GOLD TAB
1834,No Risk,1420.0,1065.0,710.0,1420.0,26.0,8.0,5.0,5.0,8.0,10-0008679,22.0,Hyderabad East,6.0,91702.0,VASELINE BODY LOTION 400 ML
1837,No Risk,0.0,813.0,1627.0,1898.0,290.0,30.0,60.0,90.0,110.0,10-0008721,144.0,Hyderabad East,179.0,143873.0,ARGIPREG SACHET 6.5GM
1852,No Risk,3692.0,3428.0,3912.0,4044.0,403.0,97.0,91.0,106.0,109.0,10-0008792,92.0,Hyderabad East,348.0,319871.0,DEKSEL NEO 60K SYRUP 5ML
1854,No Risk,2493.0,2751.0,3009.0,3181.0,156.0,33.0,37.0,42.0,44.0,10-0008798,80.0,Hyderabad East,86.0,428684.0,DEKSEL KIDS NANO 400IU DROP 0.5ML
1856,No Risk,0.0,0.0,0.0,53.0,5.0,1.0,1.0,1.0,2.0,10-0008818,7.0,Hyderabad East,0.0,8067.0,SAM-MB 10ML(METHYLENE BLUE) INJ
1857,No Risk,631.0,946.0,1451.0,2208.0,960.0,130.0,180.0,260.0,390.0,10-0008823,636.0,Hyderabad East,570.0,118866.0,CDENSE TABLET 15S
1865,No Risk,208.0,354.0,458.0,208.0,350.0,60.0,100.0,130.0,60.0,10-0008869,110.0,Hyderabad East,461.0,32514.0,BRIV 25MG TAB 10S
1866,<3 Months,986.0,1068.0,1150.0,1233.0,820.0,190.0,200.0,210.0,220.0,10-0008870,556.0,Hyderabad East,470.0,144419.0,BRIV 50MG TAB 10S
1870,<3 Months,26.0,0.0,0.0,1430.0,64.0,2.0,1.0,1.0,60.0,10-0008882,22.0,Hyderabad East,72.0,27175.0,BIOLOL 4 MG INJ(Labetalol)
1872,<3 Months,495.0,495.0,660.0,825.0,22.0,5.0,4.0,6.0,7.0,10-0008897,2.0,Hyderabad East,21.0,25575.0,DAUNOCYTE INJ 20MG
1877,<3 Months,9121.0,9241.0,9481.0,9361.0,3380.0,840.0,840.0,850.0,850.0,10-0008939,2215.0,Hyderabad East,1374.0,709489.0,HYPERNEB 3%W/V RESPULES 4ML
1879,No Risk,5337.0,5040.0,5634.0,5337.0,860.0,200.0,200.0,230.0,230.0,10-0008942,890.0,Hyderabad East,40.0,324371.0,L-CARNO SHINE 400MGTAB 10S
1893,No Risk,8778.0,8569.0,8360.0,8151.0,1700.0,440.0,430.0,420.0,410.0,10-0009037,1415.0,Hyderabad East,336.0,476920.0,CEFBACT INJ 1GM
1903,No Risk,759.0,683.0,607.0,835.0,46.0,12.0,11.0,10.0,13.0,10-0009090,20.0,Hyderabad East,29.0,36521.0,MUPIMET OINT 2% 5GM
1904,No Risk,0.0,0.0,82.0,82.0,6.0,1.0,1.0,2.0,2.0,10-0009099,3.0,Hyderabad East,4.0,12728.0,RESWAS SYP 120ML
1912,No Risk,3960.0,5939.0,7919.0,10779.0,740.0,105.0,160.0,205.0,270.0,10-0009176,561.0,Hyderabad East,242.0,816924.0,PYBACTUM 2.25 GM INJ
1914,No Risk,55.0,110.0,82.0,55.0,11.0,2.0,4.0,3.0,2.0,10-0009187,12.0,Hyderabad East,0.0,4598.0,MEGNESIUM SULPHATE PASTE 100GM
1929,No Risk,1112.0,1668.0,2223.0,1668.0,20.0,4.0,5.0,6.0,5.0,10-0009346,16.0,Hyderabad East,5.0,122328.0,BREVIPIL 10MG SYP 200ML
1940,No Risk,0.0,0.0,0.0,50.0,5.0,1.0,1.0,1.0,2.0,10-0009408,10.0,Hyderabad East,0.0,3912.0,PHOXELON INJ 1GM (CYCLOPHOSMAMIDE)
1941,No Risk,111.0,74.0,148.0,111.0,21.0,5.0,4.0,6.0,6.0,10-0009409,23.0,Hyderabad East,0.0,3796.0,PHOXELON INJ 500MG (CYCLOPHOSMAMIDE)
1951,No Risk,5615.0,5750.0,5912.0,6047.0,944.0,228.0,233.0,239.0,244.0,10-0009455,670.0,Hyderabad East,303.0,487805.0,PYBACTUM INJ 1.125GM
1959,No Risk,80.0,159.0,239.0,119.0,32.0,5.0,8.0,12.0,7.0,10-0009489,32.0,Hyderabad East,5.0,36588.0,AEQUIMENTIN INJ 1.2GM
1960,No Risk,1567.0,1609.0,1651.0,1692.0,352.0,85.0,87.0,89.0,91.0,10-0009490,255.0,Hyderabad East,127.0,127279.0,AEQUIMENTIN INJ 300MG
1961,No Risk,2528.0,2261.0,2128.0,1995.0,435.0,120.0,110.0,105.0,100.0,10-0009491,288.0,Hyderabad East,158.0,209395.0,AEQUIMENTIN INJ 600MG
1967,No Risk,313.0,156.0,313.0,625.0,13.0,3.0,2.0,3.0,5.0,10-0009509,7.0,Hyderabad East,8.0,10933.0,RASHFREE CREAM 30GM
1971,No Risk,176.0,235.0,352.0,469.0,440.0,70.0,85.0,130.0,155.0,10-0009540,146.0,Hyderabad East,485.0,41599.0,ALTONIL 3MG TAB 15S
1978,No Risk,2416.0,4228.0,3020.0,2416.0,34.0,6.0,11.0,9.0,8.0,10-0009557,18.0,Hyderabad East,19.0,480186.0,CARNOSET SYP 200ML
1985,No Risk,12163.0,11815.0,11699.0,11931.0,440.0,110.0,110.0,108.0,112.0,10-0009579,167.0,Hyderabad East,292.0,1232694.0,SMUTH MINT SYRUP 200ML
1986,No Risk,691.0,737.0,691.0,645.0,76.0,19.0,20.0,19.0,18.0,10-0009584,57.0,Hyderabad East,22.0,47168.0,COLICAID DROPS 15ML
1987,No Risk,1426.0,1188.0,1188.0,1426.0,26.0,7.0,6.0,6.0,7.0,10-0009586,4.0,Hyderabad East,28.0,209202.0,BRIV 10MG SYP 100ML
